customer_id,age,gender,location,total_spent,purchase_amount_usd,previous_purchases,frequency_of_purchases,payment_method,category,item_purchased,season,size,color,shipping_type,value_tier,promo_dependency_score,loyalty_type,satisfaction_flag,repeat_buyer_segment,is_subscriber,discount_flag,promo_flag,discount_applied,promo_code_used,review_rating,subscription_status,city_opportunity,city_avg_spend,city_promo_pct,category_type,cat_avg_spend,cat_promo_pct
1064,62,Male,Alabama,29,29,35,Monthly,Cash,Clothing,Hoodie,Summer,S,Indigo,Free Shipping,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.3,No,Growth Market,59.11,0.4,Entry Category,60.03,0.42
1065,34,Male,Wyoming,28,28,42,Every 3 Months,Credit Card,Accessories,Hat,Spring,M,Violet,Express,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.5,No,Golden Market,60.69,0.42,Retention Category,59.84,0.44
1066,59,Male,Alabama,20,20,3,Every 3 Months,Paypal,Clothing,T-Shirt,Spring,XL,Blue,Store Pickup,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.1,No,Growth Market,59.11,0.4,Entry Category,60.03,0.42
1067,49,Male,Mississippi,96,96,11,Bi-Weekly,Paypal,Outerwear,Coat,Winter,M,Red,Store Pickup,Platinum,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.0,No,Promo Market,61.04,0.48,Entry Category,57.17,0.44
1068,18,Male,Pennsylvania,43,43,22,Quarterly,Paypal,Clothing,Dress,Summer,S,Peach,2-Day Shipping,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.7,No,Promo Market,66.57,0.45,Entry Category,60.03,0.42
1069,55,Male,Wyoming,94,94,47,Weekly,Credit Card,Clothing,Shirt,Fall,M,Olive,Standard,Platinum,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.5,No,Golden Market,60.69,0.42,Entry Category,60.03,0.42
1070,38,Male,Maryland,81,81,33,Every 3 Months,Venmo,Clothing,Skirt,Fall,XL,White,Next Day Air,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.3,No,Low Priority,55.76,0.44,Entry Category,60.03,0.42
1071,50,Male,North Carolina,75,75,50,Weekly,Debit Card,Accessories,Jewelry,Summer,M,Magenta,Free Shipping,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.3,No,Promo Market,60.79,0.45,Retention Category,59.84,0.44
1072,61,Male,Pennsylvania,81,81,46,Monthly,Credit Card,Accessories,Hat,Summer,M,Beige,Express,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.6,No,Promo Market,66.57,0.45,Retention Category,59.84,0.44
1073,48,Male,Idaho,92,92,34,Fortnightly,Debit Card,Clothing,Shorts,Fall,L,Gold,Express,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,3.8,No,Golden Market,60.08,0.41,Entry Category,60.03,0.42
1074,22,Male,California,96,96,33,Monthly,Credit Card,Accessories,Scarf,Spring,XL,Purple,Store Pickup,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.0,No,Growth Market,59.0,0.42,Retention Category,59.84,0.44
1075,48,Male,Tennessee,71,71,45,Fortnightly,Bank Transfer,Accessories,Jewelry,Fall,S,White,Standard,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.6,No,Golden Market,61.97,0.36,Retention Category,59.84,0.44
1076,57,Male,Missouri,50,50,32,Bi-Weekly,Debit Card,Accessories,Sunglasses,Summer,L,Indigo,Next Day Air,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.9,No,Low Priority,57.91,0.49,Retention Category,59.84,0.44
1077,33,Male,North Dakota,72,72,47,Bi-Weekly,Venmo,Outerwear,Coat,Spring,L,Charcoal,Standard,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.9,No,Promo Market,62.89,0.46,Entry Category,57.17,0.44
1078,58,Male,West Virginia,28,28,5,Quarterly,Paypal,Outerwear,Jacket,Winter,M,Pink,Standard,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.7,No,Promo Market,63.88,0.49,Entry Category,57.17,0.44
1079,37,Male,Arizona,59,59,49,Fortnightly,Credit Card,Clothing,Sweater,Fall,M,Silver,Express,Silver,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.4,No,Golden Market,66.55,0.34,Entry Category,60.03,0.42
1080,18,Male,Oklahoma,33,33,48,Monthly,Bank Transfer,Outerwear,Coat,Summer,S,Blue,Free Shipping,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.4,No,Low Priority,58.35,0.48,Entry Category,57.17,0.44
1081,65,Male,Pennsylvania,59,59,22,Every 3 Months,Cash,Accessories,Scarf,Fall,L,Blue,Express,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,3.8,No,Promo Market,66.57,0.45,Retention Category,59.84,0.44
1082,62,Male,Idaho,30,30,45,Annually,Credit Card,Accessories,Belt,Spring,XL,Brown,Standard,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.5,No,Golden Market,60.08,0.41,Retention Category,59.84,0.44
1083,54,Male,South Carolina,85,85,30,Quarterly,Venmo,Accessories,Hat,Winter,XL,Cyan,Next Day Air,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.6,No,Low Priority,58.41,0.5,Retention Category,59.84,0.44
1084,35,Male,Washington,97,97,43,Weekly,Cash,Accessories,Backpack,Summer,L,Teal,Store Pickup,Platinum,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.3,No,Promo Market,63.33,0.44,Retention Category,59.84,0.44
1085,34,Male,Arkansas,36,36,48,Quarterly,Cash,Clothing,T-Shirt,Fall,S,Purple,Next Day Air,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.1,No,Promo Market,61.11,0.47,Entry Category,60.03,0.42
1086,25,Male,Utah,85,85,23,Fortnightly,Venmo,Accessories,Jewelry,Winter,M,Turquoise,Store Pickup,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.0,No,Promo Market,62.58,0.46,Retention Category,59.84,0.44
1087,53,Male,Alaska,62,62,27,Bi-Weekly,Paypal,Accessories,Sunglasses,Winter,M,Olive,Free Shipping,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.0,No,Golden Market,67.6,0.4,Retention Category,59.84,0.44
1088,45,Male,West Virginia,71,71,7,Monthly,Bank Transfer,Clothing,Jeans,Winter,S,White,Next Day Air,Gold,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.4,No,Promo Market,63.88,0.49,Entry Category,60.03,0.42
1089,49,Male,Louisiana,21,21,2,Weekly,Paypal,Clothing,Pants,Winter,M,Turquoise,Free Shipping,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,2.7,No,Growth Market,57.71,0.42,Entry Category,60.03,0.42
1090,40,Male,Arizona,61,61,33,Bi-Weekly,Paypal,Accessories,Backpack,Spring,M,Silver,Next Day Air,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,3.8,No,Golden Market,66.55,0.34,Retention Category,59.84,0.44
1091,38,Male,Connecticut,58,58,27,Fortnightly,Cash,Accessories,Scarf,Spring,M,Violet,Store Pickup,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.2,No,Growth Market,54.18,0.33,Retention Category,59.84,0.44
1092,44,Male,North Carolina,80,80,6,Fortnightly,Credit Card,Clothing,Sweater,Spring,L,Lavender,Store Pickup,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.7,No,Promo Market,60.79,0.45,Entry Category,60.03,0.42
1093,68,Male,South Dakota,50,50,20,Quarterly,Venmo,Accessories,Jewelry,Spring,L,Magenta,2-Day Shipping,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.1,No,Golden Market,60.51,0.37,Retention Category,59.84,0.44
1094,60,Male,Delaware,48,48,46,Every 3 Months,Venmo,Footwear,Sneakers,Winter,S,Indigo,2-Day Shipping,Silver,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.2,No,Low Priority,55.33,0.45,Entry Category,60.26,0.43
1095,25,Male,Connecticut,40,40,25,Quarterly,Cash,Accessories,Jewelry,Winter,M,Black,Next Day Air,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.8,No,Growth Market,54.18,0.33,Retention Category,59.84,0.44
1096,19,Male,Tennessee,34,34,30,Quarterly,Bank Transfer,Outerwear,Coat,Summer,S,Peach,Free Shipping,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.0,No,Golden Market,61.97,0.36,Entry Category,57.17,0.44
1097,57,Male,New Hampshire,46,46,48,Annually,Credit Card,Outerwear,Coat,Fall,S,Beige,Standard,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.6,No,Low Priority,59.42,0.44,Entry Category,57.17,0.44
1098,58,Male,Vermont,27,27,47,Weekly,Bank Transfer,Accessories,Sunglasses,Summer,M,Black,Store Pickup,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.2,No,Growth Market,57.18,0.39,Retention Category,59.84,0.44
1099,49,Male,Idaho,98,98,27,Weekly,Credit Card,Accessories,Handbag,Spring,S,Turquoise,Next Day Air,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.6,No,Golden Market,60.08,0.41,Retention Category,59.84,0.44
1100,19,Male,North Carolina,73,73,45,Fortnightly,Bank Transfer,Clothing,Sweater,Fall,M,Peach,Next Day Air,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.6,No,Promo Market,60.79,0.45,Entry Category,60.03,0.42
1101,50,Male,Nevada,28,28,2,Weekly,Credit Card,Clothing,Pants,Spring,L,Gold,Express,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.4,No,Promo Market,63.38,0.47,Entry Category,60.03,0.42
1102,30,Male,Delaware,76,76,39,Fortnightly,Cash,Accessories,Gloves,Fall,XL,Silver,Free Shipping,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.0,No,Low Priority,55.33,0.45,Retention Category,59.84,0.44
1103,52,Male,Texas,83,83,24,Fortnightly,Cash,Clothing,Sweater,Fall,M,Peach,Express,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.9,No,Golden Market,61.19,0.36,Entry Category,60.03,0.42
1104,35,Male,Tennessee,23,23,8,Bi-Weekly,Debit Card,Clothing,Hoodie,Spring,S,Charcoal,Free Shipping,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.3,No,Golden Market,61.97,0.36,Entry Category,60.03,0.42
1105,35,Male,Delaware,28,28,8,Quarterly,Bank Transfer,Accessories,Hat,Fall,M,Beige,Express,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.1,No,Low Priority,55.33,0.45,Retention Category,59.84,0.44
1106,33,Male,Massachusetts,83,83,6,Every 3 Months,Venmo,Clothing,T-Shirt,Spring,S,Olive,Next Day Air,Platinum,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.0,No,Promo Market,60.89,0.49,Entry Category,60.03,0.42
1107,52,Male,Minnesota,96,96,12,Fortnightly,Venmo,Clothing,Skirt,Winter,L,Violet,Store Pickup,Platinum,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.6,No,Low Priority,56.56,0.44,Entry Category,60.03,0.42
1108,69,Male,Texas,62,62,26,Weekly,Bank Transfer,Footwear,Sneakers,Fall,M,Peach,Store Pickup,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.8,No,Golden Market,61.19,0.36,Entry Category,60.26,0.43
1109,27,Male,Nebraska,25,25,50,Fortnightly,Cash,Clothing,Shorts,Fall,M,Teal,Standard,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.8,No,Low Priority,59.45,0.43,Entry Category,60.03,0.42
1110,66,Male,Oklahoma,97,97,2,Weekly,Venmo,Clothing,Hoodie,Winter,L,Violet,Next Day Air,Platinum,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,3.8,No,Low Priority,58.35,0.48,Entry Category,60.03,0.42
1111,28,Male,Texas,61,61,31,Bi-Weekly,Cash,Clothing,Hoodie,Fall,L,Cyan,Standard,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.0,No,Golden Market,61.19,0.36,Entry Category,60.03,0.42
1112,22,Male,New York,66,66,4,Bi-Weekly,Credit Card,Footwear,Shoes,Summer,S,Olive,Next Day Air,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.1,No,Golden Market,60.43,0.41,Entry Category,60.26,0.43
1113,69,Male,Washington,67,67,32,Quarterly,Paypal,Clothing,Hoodie,Spring,XL,Pink,Free Shipping,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.6,No,Promo Market,63.33,0.44,Entry Category,60.03,0.42
1114,28,Male,Maryland,80,80,11,Bi-Weekly,Paypal,Accessories,Sunglasses,Summer,M,Purple,Next Day Air,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.8,No,Low Priority,55.76,0.44,Retention Category,59.84,0.44
1115,55,Male,New Hampshire,25,25,47,Every 3 Months,Bank Transfer,Clothing,Skirt,Fall,L,Violet,Next Day Air,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.6,No,Low Priority,59.42,0.44,Entry Category,60.03,0.42
1116,30,Male,New York,58,58,37,Weekly,Cash,Accessories,Hat,Fall,S,Peach,2-Day Shipping,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.0,No,Golden Market,60.43,0.41,Retention Category,59.84,0.44
1117,67,Male,Hawaii,96,96,39,Fortnightly,Paypal,Accessories,Backpack,Winter,M,Charcoal,Express,Platinum,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.2,No,Low Priority,57.72,0.49,Retention Category,59.84,0.44
1118,25,Male,California,77,77,24,Monthly,Credit Card,Accessories,Sunglasses,Spring,L,Lavender,Store Pickup,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.5,No,Growth Market,59.0,0.42,Retention Category,59.84,0.44
1119,49,Male,Indiana,65,65,11,Every 3 Months,Paypal,Accessories,Belt,Summer,M,Purple,Standard,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.9,No,Low Priority,58.92,0.57,Retention Category,59.84,0.44
1120,34,Male,Louisiana,36,36,36,Weekly,Credit Card,Accessories,Jewelry,Spring,M,Indigo,Standard,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.1,No,Growth Market,57.71,0.42,Retention Category,59.84,0.44
1121,22,Male,Pennsylvania,84,84,40,Monthly,Debit Card,Footwear,Sneakers,Winter,M,Magenta,Next Day Air,Platinum,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.0,No,Promo Market,66.57,0.45,Entry Category,60.26,0.43
1122,63,Male,Florida,58,58,25,Quarterly,Cash,Clothing,T-Shirt,Fall,XL,Peach,Express,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.2,No,Low Priority,55.85,0.46,Entry Category,60.03,0.42
1123,70,Male,North Carolina,62,62,12,Annually,Credit Card,Accessories,Handbag,Spring,S,Charcoal,2-Day Shipping,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.3,No,Promo Market,60.79,0.45,Retention Category,59.84,0.44
1124,36,Male,Massachusetts,67,67,38,Monthly,Cash,Accessories,Hat,Fall,S,Purple,Store Pickup,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.5,No,Promo Market,60.89,0.49,Retention Category,59.84,0.44
1125,42,Male,Iowa,20,20,40,Quarterly,Cash,Clothing,Sweater,Spring,M,Orange,Express,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,3.8,No,Promo Market,60.88,0.52,Entry Category,60.03,0.42
1126,27,Male,North Dakota,90,90,10,Weekly,Bank Transfer,Footwear,Sandals,Summer,M,Lavender,2-Day Shipping,Platinum,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,2.7,No,Promo Market,62.89,0.46,Entry Category,60.26,0.43
1127,23,Male,Iowa,58,58,47,Fortnightly,Venmo,Accessories,Scarf,Winter,L,Beige,Standard,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.4,No,Promo Market,60.88,0.52,Retention Category,59.84,0.44
1128,50,Male,Delaware,53,53,22,Monthly,Debit Card,Clothing,Shirt,Spring,XL,Maroon,Store Pickup,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.8,No,Low Priority,55.33,0.45,Entry Category,60.03,0.42
1129,56,Male,New York,30,30,35,Monthly,Debit Card,Accessories,Gloves,Winter,L,Charcoal,Next Day Air,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.7,No,Golden Market,60.43,0.41,Retention Category,59.84,0.44
1130,37,Male,New Hampshire,65,65,46,Fortnightly,Venmo,Clothing,Hoodie,Winter,XL,White,Express,Gold,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.7,No,Low Priority,59.42,0.44,Entry Category,60.03,0.42
1131,67,Male,Kentucky,41,41,30,Bi-Weekly,Paypal,Accessories,Jewelry,Summer,M,Lavender,Standard,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,3.9,No,Low Priority,55.72,0.43,Retention Category,59.84,0.44
1132,67,Male,Illinois,73,73,20,Monthly,Bank Transfer,Clothing,Shirt,Spring,M,Black,Express,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.7,No,Golden Market,61.05,0.4,Entry Category,60.03,0.42
1133,50,Male,North Carolina,98,98,25,Fortnightly,Cash,Clothing,Hoodie,Spring,S,Teal,Store Pickup,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.3,No,Promo Market,60.79,0.45,Entry Category,60.03,0.42
1134,36,Male,Connecticut,36,36,29,Weekly,Cash,Footwear,Shoes,Winter,XL,Magenta,2-Day Shipping,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.1,No,Growth Market,54.18,0.33,Entry Category,60.26,0.43
1135,62,Male,Wisconsin,81,81,2,Every 3 Months,Venmo,Clothing,T-Shirt,Summer,M,Brown,Express,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,3.8,No,Low Priority,55.95,0.48,Entry Category,60.03,0.42
1136,65,Male,Massachusetts,90,90,32,Quarterly,Bank Transfer,Clothing,Skirt,Winter,L,Peach,2-Day Shipping,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.6,No,Promo Market,60.89,0.49,Entry Category,60.03,0.42
1137,23,Male,Illinois,83,83,37,Monthly,Cash,Accessories,Handbag,Summer,S,Cyan,Free Shipping,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.8,No,Golden Market,61.05,0.4,Retention Category,59.84,0.44
1138,46,Male,New Mexico,91,91,16,Every 3 Months,Bank Transfer,Clothing,Shirt,Winter,XL,Pink,2-Day Shipping,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.8,No,Promo Market,61.9,0.44,Entry Category,60.03,0.42
1139,18,Male,Iowa,36,36,32,Fortnightly,Venmo,Clothing,Pants,Summer,M,Purple,Express,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.7,No,Promo Market,60.88,0.52,Entry Category,60.03,0.42
1140,58,Male,Alabama,53,53,42,Bi-Weekly,Debit Card,Outerwear,Coat,Spring,L,Purple,Standard,Silver,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,3.9,No,Growth Market,59.11,0.4,Entry Category,57.17,0.44
1141,31,Male,Maryland,39,39,6,Every 3 Months,Credit Card,Clothing,Jeans,Winter,M,White,Store Pickup,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,2.6,No,Low Priority,55.76,0.44,Entry Category,60.03,0.42
1142,39,Male,Ohio,33,33,23,Fortnightly,Paypal,Accessories,Gloves,Winter,S,Silver,Next Day Air,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.7,No,Promo Market,60.38,0.44,Retention Category,59.84,0.44
1143,69,Male,Ohio,76,76,27,Bi-Weekly,Venmo,Clothing,T-Shirt,Spring,L,Green,Store Pickup,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.5,No,Promo Market,60.38,0.44,Entry Category,60.03,0.42
1144,68,Male,Nevada,23,23,43,Quarterly,Paypal,Footwear,Boots,Winter,L,Teal,Standard,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.4,No,Promo Market,63.38,0.47,Entry Category,60.26,0.43
1145,41,Male,South Carolina,54,54,25,Fortnightly,Bank Transfer,Clothing,Jeans,Fall,S,Indigo,2-Day Shipping,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.4,No,Low Priority,58.41,0.5,Entry Category,60.03,0.42
1146,31,Male,Nevada,89,89,30,Every 3 Months,Cash,Footwear,Sneakers,Summer,L,Pink,Express,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.0,No,Promo Market,63.38,0.47,Entry Category,60.26,0.43
1147,48,Male,Wisconsin,38,38,7,Every 3 Months,Bank Transfer,Footwear,Sneakers,Summer,M,Indigo,Standard,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.2,No,Low Priority,55.95,0.48,Entry Category,60.26,0.43
1148,59,Male,Tennessee,36,36,17,Annually,Debit Card,Accessories,Hat,Winter,XL,Red,Next Day Air,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.3,No,Golden Market,61.97,0.36,Retention Category,59.84,0.44
1149,34,Male,Florida,66,66,10,Fortnightly,Paypal,Clothing,Pants,Spring,M,Violet,Store Pickup,Gold,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,2.6,No,Low Priority,55.85,0.46,Entry Category,60.03,0.42
1150,21,Male,Georgia,42,42,40,Annually,Venmo,Accessories,Jewelry,Spring,L,Cyan,Store Pickup,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.3,No,Growth Market,58.8,0.41,Retention Category,59.84,0.44
1151,29,Male,Kentucky,36,36,50,Bi-Weekly,Venmo,Accessories,Jewelry,Winter,S,Red,Next Day Air,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.7,No,Low Priority,55.72,0.43,Retention Category,59.84,0.44
1152,41,Male,Ohio,86,86,24,Weekly,Credit Card,Clothing,Blouse,Spring,M,Gray,Express,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,3.8,No,Promo Market,60.38,0.44,Entry Category,60.03,0.42
1153,62,Male,Connecticut,49,49,8,Every 3 Months,Paypal,Accessories,Handbag,Fall,M,Gold,Standard,Silver,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.0,No,Growth Market,54.18,0.33,Retention Category,59.84,0.44
1154,27,Male,Idaho,41,41,6,Quarterly,Bank Transfer,Clothing,Shirt,Summer,M,Pink,Free Shipping,Silver,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.0,No,Golden Market,60.08,0.41,Entry Category,60.03,0.42
1155,49,Male,Georgia,82,82,44,Bi-Weekly,Credit Card,Clothing,Dress,Spring,L,Cyan,2-Day Shipping,Platinum,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.9,No,Growth Market,58.8,0.41,Entry Category,60.03,0.42
1156,67,Male,Tennessee,53,53,47,Quarterly,Paypal,Clothing,T-Shirt,Fall,S,Red,Express,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.6,No,Golden Market,61.97,0.36,Entry Category,60.03,0.42
1157,20,Male,Hawaii,21,21,6,Every 3 Months,Venmo,Footwear,Shoes,Summer,M,Gold,Express,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.8,No,Low Priority,57.72,0.49,Entry Category,60.26,0.43
1158,37,Male,Maryland,66,66,11,Quarterly,Cash,Accessories,Belt,Fall,M,Charcoal,Standard,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.4,No,Low Priority,55.76,0.44,Retention Category,59.84,0.44
1159,69,Male,Nevada,89,89,41,Annually,Bank Transfer,Accessories,Belt,Summer,L,Orange,2-Day Shipping,Platinum,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.0,No,Promo Market,63.38,0.47,Retention Category,59.84,0.44
1160,66,Male,New Hampshire,55,55,46,Every 3 Months,Venmo,Accessories,Handbag,Fall,L,Blue,2-Day Shipping,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.6,No,Low Priority,59.42,0.44,Retention Category,59.84,0.44
1161,37,Male,North Dakota,42,42,9,Bi-Weekly,Venmo,Accessories,Scarf,Summer,S,Blue,Next Day Air,Silver,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.2,No,Promo Market,62.89,0.46,Retention Category,59.84,0.44
1162,63,Male,Oklahoma,52,52,37,Monthly,Paypal,Clothing,Shorts,Fall,S,Orange,2-Day Shipping,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.1,No,Low Priority,58.35,0.48,Entry Category,60.03,0.42
1163,47,Male,North Carolina,92,92,13,Weekly,Paypal,Footwear,Sandals,Winter,M,Blue,Express,Platinum,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.2,No,Promo Market,60.79,0.45,Entry Category,60.26,0.43
1164,26,Male,Tennessee,56,56,24,Monthly,Debit Card,Clothing,Pants,Summer,L,White,2-Day Shipping,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.0,No,Golden Market,61.97,0.36,Entry Category,60.03,0.42
1165,68,Male,Montana,96,96,47,Quarterly,Paypal,Clothing,Dress,Winter,M,Green,Standard,Platinum,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.2,No,Golden Market,60.25,0.38,Entry Category,60.03,0.42
1166,51,Male,Wisconsin,64,64,21,Every 3 Months,Venmo,Clothing,T-Shirt,Winter,M,Silver,Next Day Air,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.9,No,Low Priority,55.95,0.48,Entry Category,60.03,0.42
1167,48,Male,Connecticut,48,48,22,Fortnightly,Venmo,Clothing,Dress,Winter,S,Lavender,Store Pickup,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.7,No,Growth Market,54.18,0.33,Entry Category,60.03,0.42
1168,60,Male,New Jersey,83,83,16,Quarterly,Paypal,Clothing,Socks,Summer,XL,Beige,Free Shipping,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.6,No,Growth Market,56.75,0.4,Entry Category,60.03,0.42
1169,68,Male,Mississippi,91,91,37,Fortnightly,Debit Card,Accessories,Scarf,Summer,L,Violet,Standard,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.6,No,Promo Market,61.04,0.48,Retention Category,59.84,0.44
1170,25,Male,Wyoming,94,94,3,Annually,Cash,Accessories,Backpack,Fall,S,Gray,2-Day Shipping,Platinum,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.5,No,Golden Market,60.69,0.42,Retention Category,59.84,0.44
